SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
157,CT5021,505_53231_PakalaBusStand_VIOM_CT5021,2G+4G,NSN,4G_36051_Pakala BS_VIO_CT5021,13.44945,79.11978,E-City,Pakala,Pakala,RC,Shelter,5396.0,"MURALI COMLEX,BESIDE BUS STAND,B.N ROAD,PAKALA,CHITTOR DIST PIN:517112",Tirupati,PAKALA,517112.0,IP-VIOM,VIOM Networks,ANPCHI1316,RTT,24.0,27.0,Dual,Agisson,NSN,VII,2/26/2013,S12K_ID,3.0,4-4-4,20/110/250,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,3/9/2017,20/110/250,RRH,3.0,27.0,Dual,Agisson,OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5021,CT5021,,,,,,,,,,210618-YES(FX+PKL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,210618-YES(FX+PKL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),PKL,,
158,CT5022,505_53241_Kukkalapalle_VIOM_CT5022,2G+3G,NSN,553_36062_KUKALPAL_VIOM_CT5022,13.19203,79.05706,E-City,Kukkalapalle,Yadamarri,NH,Shelter,5430.0,"Sy.No.152/2C, Situated at Kukkalapalle Village, Yadamarri Mandal, Chittoor Dist.",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPCHI2760,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/14/2013,BTS18K_ID,3.0,4-4-4,30/190/260,,DMW,,,NEW NEC,0.6 m,BSC60-06_Yadamarri_CT2080A,E1,1.0,,60.0,Tirupati,VII +,4/7/2017,30/190/260,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,30 Mbps,NEW NEC,0.6 m,CT2080,FE,,Tiruapti,45Mbps,553.0,CT5022,CT5022,,,,,CT5022,,,,2015812464@G/FXW/HYD/3156703/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,130718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),30 Mbps,505.0,130718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),STD,,
159,CT5024,504_40831_Renigunta3_CT5024,2G+3G,ZTE,346_6026_Renigunta3_CT5024A,13.63615,79.50425,E-City,Renigunta,Renigunta,RC,Room,5376.0,"Renigunta3,sq no;794near saibaba temple ,gm street,renigunta.517520",Tirupati,CHANDRAGIRI,517520.0,NBSNL,BSNL Infra,CT5024,RTP,6.0,21.0,Dual,XAHT,NSN,VII,2/17/2015,S12K_ID,3.0,4-4-4,60/220/310,,DMW,,,NEW NEC,0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,VII,7/13/2016,60/220/310,OD,3.0,21.0,Mono,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,60 Mbps,346.0,CT5024,,,,,,,,,,2016949264@G/FXW/HYD/3548127/2016@K-19012/G/FVC/HYD/1982154/2013-CFA DT 19/12/16,,100 Mbps,504.0,"090718-YES-(DMW,FE+RENI_PTN-FX3/6+NIB-4/5+PE-GE1(2-2-19))",TRP,,
160,CT5027,504_40841_Gundrajukuppam_CT5027,2G+4G,NSN,4G_36072_GUNDRAJUKUPAM_CT5027,13.34208,79.57011,E-City,Gundrajukuppam,Nagari,NH,Shelter,5406.0,"Sri A.Madhava Reddy, Sy.No 230/1 Gundrajukuppam (V), Nagari Mandal,",Chittoor,PUTTUR,517592.0,NBSNL,BSNL Infra,CT5027,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/21/2014,S12K_ID,3.0,4-4-4,80/160/280,,DMW,,,NEW NEC,0.6 m,BSC67-91_Ekambarakupam_CT9002A,E1,1.0,,67.0,Tirupati,VII +,4/3/2017,80/160/280,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT9002,FE,,Tiruapti,50Mbps,4.0,CT5027,CT5027,,,,,,,,,2015813438@G/FXW/HYD/3156717/2016@CLEARED ONLINE,"080618YES(DMW,fe+MADM1-3-1(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",100 Mbps,504.0,"290718YES(DMW,fe+MADM1-3-1(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
161,CT5030,504_40851_Karani_CT5030,2G,,,13.34317,79.86708,Rural,High Way Karani,Nagalapuram,NH,Shelter,5403.0,"S.Manimeghlai,Karani(v),Nagalapuram (M).",Tirupati,SATYAVEDU,517589.0,NBSNL,BSNL Infra,CT5030,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/29/2014,S12K_ID,3.0,4-4-4,140/210/300,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5030,,,,,,,,,,,,,504.0,010818-YES-(E1+STR-MADM+STR-STM),STD,,
162,CT5032,505_53251_Nalagampalli_CT5032,2G+3G,NSN,553_36081_NGPALLI_CT5032,13.20521,78.94154,Rural,Nalagampalle,Bangarupalem,NH,Shelter,5429.0,"Sy.No.396/3A, Nalagampalle, Bangarupalem mandal",Chittoor,BANGARUPALYAM,517416.0,IP-ATC,ATC,APCHBS1738,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/8/2013,S12K_OD,3.0,4-4-4,0/90/220,,DMW,,,NEW NEC,0.6 m,BSC70-19_Bangarupalem_CT2001A,E1,1.0,,70.0,Tirupati,VII +,4/7/2017,0/90/220,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,50 Mbps,NEW NEC,0.6 m,CT2001,FE,,Tiruapti,50Mbps,553.0,CT5032,CT5032,,,,,,,,,2015814174@G/FXW/HYD/3156782/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,170818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),50 Mbps,505.0,170818-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),BAN,,
163,CT5033,504_40861_SVEnggcollege_CT5033,2G+3G,ZTE,346_5966_SVEnggcollege_CT5033A,13.65756,79.48644,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,"SV ENGG COLLEGE,KarakambadiRoad,Mangalam,Tirupati",Tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5033,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/30/2014,BTS18K_ID,3.0,4-4-4,10/230/290,,DMW,,,NEW NEC(HFCL),0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,VII,7/28/2014,10/230/290,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,60Mbps,346.0,CT5033,,,,,,CT5033,,,,2015812341@G/FXW/HYD/3156693/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,504.0,"110718-YES-(DMW,FE+RENI_PTN-FX3/11+NIB-4/5+PE-GE1(2-2-19))",TRP,,
164,CT5034,504_40871_Pulivanigunta_VIOM_CT5034,2G+3G,ZTE,346_6027_PVgunta_VIOM_CT5034A,13.62719,79.45037,DHQ,Tirupati,Tirupati (Rural),SH,Shelter,5375.0,near h.no. 11-96/opp s.v. cotton mills road; gollavanigunta; panchsyath; area; tirupathi;address;pulivanigunta;517501,Tirupati,CHANDRAGIRI,517501.0,IP-VIOM,VIOM Networks,ANPCHI1176,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/25/2014,S12K_ID,3.0,4-4-4,60/170/270,,DMW,,,NEW NEC,0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,VII,8/23/2016,60/170/270,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,60 Mbps,346.0,CT5034,,,,,,,,,,2015812324@G/FVC/HYD/3156692/2016@CLEARED ONLINE,,100 Mbps,504.0,110718-YES-(DMW+GE+CDR_PTN-FX3/7+NIB-4/5+PE-GE1(2-2-19)),TRP,,
165,CT5035,504_40881_Keshavayanagunta_CT5035,2G+3G,ZTE,346_6012_K-Gunata_CT5035A,13.61738,79.42978,DHQ,TIRUPATI,Tirupati (Rural),,Room,5375.0,"APSPDCL Corporate Office, Tiruchanur Road, Tirupati",tirupati,CHANDRAGIRI,517501.0,NBSNL,BSNL Infra,CT5035,RTP,9.0,21.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/11/2014,S12K_ID,3.0,4-4-4,40/140/260,1.0,OFC,E1,,,,,,,,58.0,Tirupati,VII,9/4/2015,40/140/260,RRH,3.0,21.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,Optical,,100 Mbps,,,,,,Tiruapti,,346.0,CT5035,,,,,,,,,,,,100 Mbps,504.0,120718-YES-(FE+TRP-MADM+PE2(2-2-31)),TRP,,
166,CT5037,504_40891_VidyaNagarCly_CT5037,2G+3G,ZTE,346_5967_VidhayaNagarColony_CT5037A,13.61953,79.37929,DHQ,TIRUPATI,Tirupati (Rural),NH,OD Plinth,5375.0,"SRINIVASA ENCLAVE,OPP TO AGRICULTURECOLLEGE,PERURU ROAD,TIRUPATI,PIN:517505",tirupati,CHANDRAGIRI,517505.0,NBSNL,BSNL Infra,CT5037,RTP,9.0,27.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,9/6/2014,S12K_OD,3.0,4-4-4,100/240/340,,DMW,,,NEW NEC,0.6 m,BSC58-15_SVUGuestHouse_CT2037A,E1,1.0,,58.0,Tirupati,VII,8/25/2014,100/240/340,OD,3.0,27.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2037,FE,,Tiruapti,60Mbps,346.0,CT5037,,,,,,,,,,2015812350@G/FXW/HYD/3156694/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,100 Mbps,504.0,"220718-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
167,CT5038,505_53261_Tenabanda_CT5038,2G+4G,NSN,4G_36092_Thenabanda_CT5038,13.21703,79.08938,E-City,THENEBANDA,Chittoor,,Room,5421.0,"C.J.Vinodh Kumar,Dharma Raju Colony,Thenebanda Road,Chittoor",Chittoor,CHITTOOR,517001.0,NBSNL,BSNL Infra,CT5038,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/8/2014,S12K_ID,3.0,4-4-4,20/110/200,,DMW,,,NEW NEC,0.6 m,BSC60-27_CTR_Santhpeta_CT2004B,E1,1.0,,60.0,Tirupati,VII,4/24/2014,20/110/200,RRH,3.0,37.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2004,FE,,Tiruapti,100 Mbps,4.0,CT5038,CT5038,,,,,,,,,2015813401@G/FXW/HYD/3156708/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,100718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,100718-YES(DMW+fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
168,CT5040,505_53271_Thanacheckpost_CT5040,2G+3G,NSN,553_36103_Tanacheckpost_CT5040,13.22163,79.15166,E-City,Thana Village,Gangadhara Nellore,NH,Shelter,5420.0,"Thana_checkpost,BSNL tower ,Thana RTO checkpost , GDNellore mandal , Chittor dist-517125",Chittoor,CHITTOOR,517125.0,NBSNL,BSNL Infra,CT5040,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,9/8/2015,BTS18K_ID,3.0,4-4-4,60/135/280,1.0,OFC,E1,,,,,,,,60.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553.0,CT5040,,CT5040,,,,,,,,2016949276@G/FXW/HYD/3548128/2016@K-19012/G/FVC/HYD/3307757/2016-CFA DT 10/1/17,"300518-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",100 Mbps,505.0,"120618-YES(CPE,fe+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23)",CTR,,
169,CT5041,505_53281_Barlapalli_CT5041,2G+4G,NSN,4G_36113_BARLAPALLI_CT5041,13.54391,78.43391,Rural,Barlapalli,Madanapalle,NH,Shelter,5392.0,"Barlapalli,S.Y.No 243, barlapalli ,chitoor district -517325",Rajampet,MADANAPALLI,517325.0,NBSNL,BSNL Infra,CT5041,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,2/14/2014,S12K_ID,3.0,4-4-4,100/220/300,1.0,OFC,E1,,,,,,,,68.0,Tirupati,VII +,11/18/2016,100/220/300,RRH,3.0,37.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,100 Mbps,,,,,,Tiruapti,,4.0,CT5041,CT5041,,,,,,,,,,210618-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),100 Mbps,505.0,210618-YES-(FX(E1)+MADM(STR)+PE2(2-2-29)),MDP,,
170,CT5042,504_40901_Thodaroad_VIOM_CT5042,2G+3G,NSN,553_36121_ThodaRd_VIOM_CT5042,13.74761,79.71376,E-City,Srikalahasti,Srikalahasti,SH,Shelter,5378.0,H-no-1/334 (1) Chennai Road Srikalahasti Chittoor Dist-517644.,Tirupati,SRI KALAHASTHI,517644.0,IP-VIOM,VIOM Networks,ANPCHI1320,RTT,24.0,21.0,Dual,AGISSON,NSN,VII,1/14/2015,S12K_ID,3.0,4-4-4,0/120/270,,DMW,,,NEW NEC,0.6 m,BSC67-15_SrikalhastiMW_CT2069A,E1,1.0,,67.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,553.0,CT5042,,CT5042,,,,,,,,2015813446@G/FXW/HYD/3156721/2016@K-19012/G/FXW/HYD/3156337/201-CFA 26/2/16,"180518-YES-(DMW+MADM-70Mbps(SKHTe10,RENIo38)+RENI_PTN-FX4/1+NIB-4/5+PE-GE1(2-2-19))",100 Mbps,504.0,"310718-YES-(DMW+MADM-70Mbps(SKHTe10,RENIo38)+RENI_PTN-FX4/1+NIB-4/5+PE-GE1(2-2-19))",SKT,,
171,CT5045,505_53291_Battamdoddi_CT5045,2G+3G,NSN,553_36133_Battamdoddi_CT5045,13.33249,78.61722,Rural,Battamdoddi,Punganur,SH,Shelter,5415.0,"battamdoddi,sy.No 307/1, bandlapalle,battamdoddi village and post ,punganur mandal 517247",Chittoor,PUNGANUR,517247.0,NBSNL,BSNL Infra,CT5045,GBT,40.0,38.0,Mono,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,2/26/2015,BTS18K_ID,3.0,4-4-4,10/145/245,,DMW,,,HUAWEI,0.6m,BSC70-20_Punganur_CT2015A,E1,1.0,,70.0,Tirupati,,,,RRH,,,,,,,,20 Mbps,,,,,,,,553.0,CT5045,,CT5045,,,,CT5045,,,,2017265548@12/9/2017@,060818-YES(FE-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),20 Mbps,505.0,060818-YES(FE-CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
172,CT5046,505_53301_MotherTeresa_CT5046,2G+3G,NSN,553_36141_MotherTeresaInstitute_CT5046,13.24433,78.727747,Rural,PUNGANUR,Gangavaram,SH,Shelter,5417.0,"Holy Cross Educational Society Kallupalli (V), Gangavaram(M)",Chittoor,PALMANER,517408.0,NBSNL,BSNL Infra,CT5046,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/24/2014,S12K_ID,3.0,4-4-4,0/90/190,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,7/14/2014,0/90/190,RRH,3.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT5046,CT5046,,,,,,,,,2017265551@12/9/2017@,040818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),45 Mbps,505.0,040818YES(FE+PTN(PLM)+PTN(MDP)+PE2(2-2-27),STD,,
173,CT5048,505_53311_Patapeta_CT5048,2G+3G,NSN,553_36151_Patapeta_CT5048,12.75431,78.34687,E-City,KUPPAM,kuppam,,Shelter,5427.0,"PATHAPETA_KUPPAM,sy.no 45,ward no 6,HP road , patapeta kuppam,chittor district,517425",Chittoor,KUPPAM,517425.0,NBSNL,BSNL Infra,CT5048,GBT,40.0,40.0,Mono,KATHREIN,NSN,VII,9/23/2014,S12K_ID,3.0,4-4-4,40/140/230,1.0,OFC,E1,,,,,,,,70.0,Tirupati,VII,7/21/2016,40/140/230,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT5048,CT5048,,,,,,,,,,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),45 Mbps,505.0,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),KPM,,
174,CT5050,505_53321_GBoyanapalli_IND_CT5050,2G,,,13.64451,78.7386,Rural,Gboyanapalli,Kalikiri,NH,Shelter,5387.0,gandaboyanapalli village;vayalpad mandal;vayalpad mandal;pin 517277,Rajampet,VAYALPADU,517277.0,IP-IND,Indus Towers,IN-1107269,GBT,40.0,40.0,Mono,KATHREIN,NSN,VII,2/12/2015,BTS18K_OD,3.0,4-4-4,30/120/280,,DMW,,,NEW NEC,0.6 m,BSC68-53_Chinthaparthy_CT2098A,E1,1.0,,68.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5050,,,,,,CT5050,,,,2016949282@G/FXW/HYD/3548124/2016@K-19012/G/FVC/HYD/3307757/2016-CFA DT 10/1/17,,,505.0,180818-YES-(E1+TRP-MADM+STR-STM),STD,,
175,CT5051,505_53331_Mungilipattu_CT5051,2G+3G,NSN,553_36161_Mungilipattu_CT5051,13.56039,79.24861,Rural,Mungilipattu,Chandragiri,RC,Room,5384.0,B.Bhaskar Naidu. Cell: 9441492379 Backside of Telephone Excg Mungilipattu,Chittoor,PAKALA,517102.0,BSNL,BSNL Infra,CT5051,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,3/25/2014,S12K_ID,3.0,4-4-4,80/220/40,1.0,OFC,E1,,,,,,,,60.0,Tirupati,VII +,3/3/2017,80/220/40,RRH,2.0,38.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT5051,CT5051,,,,,,,,,,230818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),45 Mbps,505.0,230818-YES-(FE+PKA_PTN+NIB+PE-GE1(2-2-19)),STD,,
176,CT5052,504_40911_TRPTuda2ndbts_CT5052,2G,,,13.62506,79.41523,DHQ,Tirupati,Tirupati (Urban),,Exchange,5383.0,"TRP_TUDA,TUDA EXGE,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,BSNL,BSNL Infra,CT2076,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/30/2014,S12K_ID,3.0,4-4-4,180/240/300,2.0,OFC,E1,,,,,,,,58.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5052,,,,,,,,,,,,,504.0,180718-YES-(FE+TRP-MADM+PE2(2-2-31)),TRP,,
177,CT5054,504_40921_Palamangalam_CT5054,2G+3G,NSN,553_36173_Palamangalam_CT5054,13.41071,79.68068,Rural,Palamangalam,Narayanavanam,NH,Shelter,5400.0,"Smt K.Anitha at S.No 168-17, Palamangalam (V) Narayanavaram Mandal.",Tirupati,PUTTUR,517581.0,NBSNL,BSNL Infra,CT5054,GBT,40.0,38.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,5/24/2014,BTS18K_ID,3.0,4-4-4,90/160/260,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,RRH,,,,,,,,45 Mbps,,,,,,,,553.0,CT5054,,CT5054,,,,CT5054,,,,,"260518YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",45 Mbps,504.0,"310718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
178,CT5055,504_40931_Tadukupet_CT5055,2G,,,13.2717,79.58112,Rural,CHITTOOR,Nagari,NH,Shelter,5406.0,"V.Balakrishnaiah,S/o V.Kuppaih,Tadukupeta (V)",Chittoor,PUTTUR,517590.0,NBSNL,BSNL Infra,CT5055,GBT,40.0,37.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,4/24/2014,BTS18K_ID,3.0,4-4-4,50/240/330,1.0,OFC,E1,,,,,,,,67.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5055,,,,,,CT5055,,,,,,,504.0,070818-YES-(E1+STR-MADM+STR-STM),STD,,
179,CT5056,504_40941_Appalayagunta_CT5056,2G+3G,NSN,553_36181_Appalayagunta_CT5056,13.53869,79.47395,Rural,Appalayagunta,Srikalahasti,,Shelter,5378.0,"R.Subramanyam,Appalayagunta,Chittor Dt.",Tirupati,PUTTUR,517551.0,NBSNL,BSNL Infra,CT5056,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/12/2014,BTS18K_ID,3.0,4-4-4,20/130/290,,DMW,,,NEW NEC,0.6 m,BSC67-84_Vadamalpet_CT2078A,E1,1.0,,67.0,Tirupati,,,,RRH,,,,,,,,45 Mbps,,,,,,,,553.0,CT5056,,CT5056,,,,CT5056,,,,2015813442@G/FXW/HYD/3156719/2016@K-19012/G/FXW/HYD/2670760/2016-CFA 9-12-16,"030618YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",45 Mbps,504.0,"290718YES(CPE,fe+CPE+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21)",STD,,
180,CT5058,504_40951_TirpatiMainEx-2nd_CT5058,2G,,,13.63252,79.42218,DHQ,TIRUPATI,Tirupati (Urban),,Exchange,5383.0,"TRP_TirupatiMainExge,Tirupati,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,BSNL,BSNL Infra,CT2072,RTT,21.0,27.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/17/2014,S12K_ID,3.0,4-4-4,0/70/120,2.0,OFC,E1,,,,,,,,58.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5058,,,,,,,,,,,,,504.0,240718-YES-(E1+TRP-MADM+CAR-STM),TRP,,
181,CT5060,505_53341_DIRoad_VIOM_CT5060,2G+4G,NSN,4G_36192_DIRoad_VIOM_CT5060,13.22024,79.09946,E-City,CHITTOOR,Chittoor,,Shelter,5421.0,"M. Balakrishna Reddy, H.N0:10-401,M.B.R COMPLEX,D.IROAD,CHITTOOR PIN:517001",Chittoor,CHITTOOR,517001.0,IP-VIOM,VIOM Networks,ANPQRL0054,RTT,18.0,24.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,8/5/2014,S12K_ID,3.0,4-4-4,0/130/250,,DMW,,,NEW NEC,0.6 m,BSC60-21_Chittoor_OFC_CT2003A,E1,1.0,,60.0,Tirupati,VII,8/17/2016,0/130/250,RRH,3.0,24.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2003,FE,,Tiruapti,60Mbps,4.0,CT5060,CT5060,,,,,,,,,2015813410@G/FXW/HYD/3156710/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,190718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),100 Mbps,505.0,190718-YES(FX+CTR(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-25),CTR,,
182,CT5065,504_40971_CGollapalli_VIOM_CT5065,2G+3G,NSN,553_36201_CGOLLAPALLI_CT5065,13.59447,79.38134,DHQ,Gollapalli,Tirupati (Rural),NH,Shelter,5375.0,"S.N8.29-1, Gollapally Vlg, Tirupati, Chittoor Dist-AP-517505",tirupati,CHANDRAGIRI,517505.0,IP-VIOM,VIOM Networks,ANPCHI1686,GBT,40.0,35.0,Mono,Agisson,NSN,VII,9/18/2014,S12K_ID,3.0,4-4-4,80/260/300,,DMW,,,NEW NEC,0.6 m,BSC58-26_DurgaSamudram_CT2239B,E1,1.0,,58.0,Tirupati,VII +,10/15/2016,80/260/300,RRH,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2239,FE,,Tiruapti,45Mbps,553.0,CT5065,CT5065,,,,,,,,,2015812372@G/FXW/HYD/3156696/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,250718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),100 Mbps,504.0,310718-YES-(RENI_PTN3/11+NIB+PE-GE1(2-2-19)),STD,,
